Time,Lux
1469073913084,0.0
1469073913263,0.0
1469073913443,0.0
1469073913621,0.0
1469073913804,0.0
1469073913981,0.0
1469073914161,0.0
1469073914341,0.0
1469073914521,0.0
1469073914701,0.0
1469073914879,0.0
1469073915060,0.0
1469073915238,0.0
1469073915418,0.0
1469073915597,0.0
1469073915776,0.0
1469073915957,0.0
1469073916137,0.0
1469073916314,0.0
1469073916496,0.0
1469073916674,0.0
1469073916855,0.0
1469073917031,0.0
1469073917214,0.0
1469073917392,0.0
1469073917572,0.0
1469073917752,0.0
1469073917931,0.0
1469073918112,0.0
1469073918291,0.0
1469073918472,0.0
1469073918651,0.0
1469073918831,0.0
1469073919010,0.0
1469073919190,0.0
1469073919368,0.0
1469073919548,0.0
1469073919729,0.0
1469073919906,0.0
1469073920086,0.0
1469073920265,0.0
1469073920446,0.0
1469073920626,0.0
1469073920805,0.0
1469073920985,0.0
1469073921166,0.0
1469073921344,0.0
1469073921522,0.0
1469073921703,0.0
1469073921883,0.0
1469073922061,0.0
1469073922241,0.0
1469073922420,0.0
1469073922601,0.0
1469073922780,0.0
1469073922957,0.0
1469073923139,0.0
1469073923317,0.0
1469073923499,0.0
1469073923680,0.0
1469073923858,0.0
1469073924037,0.0
1469073924217,0.0
1469073924398,0.0
1469073924576,0.0
1469073924755,0.0
1469073924936,0.0
1469073925114,0.0
1469073925295,0.0
1469073925474,0.0
1469073925654,0.0
1469073925833,0.0
1469073926014,0.0
1469073926192,0.0
1469073926372,0.0
1469073926549,0.0
1469073926730,0.0
1469073926909,0.0
1469073927094,0.0
1469073927269,0.0
1469073929245,0.0
1469073929425,0.0
1469073929604,0.0
1469073929782,0.0
1469073929964,0.0
1469073930141,0.0
1469073930323,0.0
1469073930502,0.0
1469073930681,0.0
1469073930861,0.0
1469073931041,0.0
1469073931219,0.0
1469073931397,0.0
1469073931583,0.0
1469073931758,0.0
1469073931938,0.0
1469073932118,0.0
1469073932298,0.0
1469073932476,0.0
1469073932654,0.0
1469073932838,0.0
1469073933018,0.0
1469073933197,0.0
1469073933376,0.0
1469073933554,0.0
1469073933733,0.0
1469073933914,0.0
1469073934094,0.0
1469073934271,0.0
1469073934453,0.0
1469073934628,0.0
1469073934812,0.0
1469073934991,0.0
1469073935169,0.0
1469073935350,0.0
1469073935530,0.0
1469073935707,0.0
1469073935888,0.0
1469073936069,0.0
1469073936248,0.0
1469073936426,0.0
1469073936608,0.0
1469073936787,0.0
1469073936965,0.0
1469073937145,0.0
1469073937323,0.0
1469073937505,0.0
1469073937684,0.0
1469073937865,0.0
1469073938042,0.0
1469073938224,0.0
1469073938402,0.0
1469073938582,0.0
1469073938760,0.0
1469073938939,0.0
1469073939122,0.0
1469073939298,0.0
1469073939480,0.0
1469073939657,0.0
1469073939839,0.0
1469073940018,0.0
1469073940200,0.0
1469073940378,0.0
1469073940559,0.0
1469073940738,0.0
1469073940915,0.0
1469073941098,0.0
1469073941276,0.0
1469073941456,0.0
1469073941634,0.0
1469073941815,0.0
1469073941992,0.0
1469073942175,0.0
1469073942353,0.0
1469073942532,0.0
1469073942713,0.0
1469073942891,0.0
1469073943072,0.0
1469073943252,0.0
1469073943430,0.0
1469073943610,0.0
1469073943789,0.0
1469073943969,0.0
1469073944147,0.0
1469073944328,0.0
1469073944506,0.0
1469073944687,0.0
1469073944867,0.0
1469073945047,0.0
1469073945226,0.0
1469073945405,0.0
1469073945584,0.0
1469073945767,0.0
1469073945945,0.0
1469073946124,0.0
1469073946302,0.0
1469073946484,0.0
1469073946663,0.0
1469073946840,0.0
1469073947021,0.0
1469073947202,0.0
1469073947381,0.0
1469073947560,0.0
1469073947740,0.0
1469073947919,0.0
1469073948099,0.0
1469073948277,0.0
1469073948460,0.0
1469073948638,0.0
1469073948819,0.0
1469073948997,0.0
1469073949176,0.0
1469073949355,0.0
1469073949534,0.0
1469073949716,0.0
1469073949895,0.0
1469073950075,0.0
1469073950254,0.0
1469073950435,0.0
1469073950612,0.0
1469073950793,0.0
1469073950972,0.0
1469073951157,0.0
1469073951329,0.0
1469073951511,0.0
1469073951691,0.0
1469073951870,1.0
1469073952058,1.0
1469073952228,1.0
1469073952408,1.0
1469073952587,1.0
1469073952767,1.0
1469073952946,1.0
1469073953127,1.0
1469073953304,1.0
1469073953486,1.0
1469073953666,1.0
1469073953844,1.0
1469073954024,2.0
1469073954202,0.0
1469073954381,0.0
1469073954564,0.0
1469073954744,0.0
1469073954923,0.0
1469073955101,0.0
1469073955281,0.0
1469073955460,0.0
1469073955641,0.0
1469073955821,0.0
1469073955999,0.0
1469073956180,0.0
1469073956357,0.0
1469073956538,0.0
1469073956718,0.0
1469073956896,0.0
1469073957076,0.0
1469073957258,0.0
1469073957436,0.0
1469073957618,0.0
1469073957794,0.0
1469073957976,0.0
1469073958156,0.0
1469073958333,0.0
1469073958514,0.0
1469073958692,0.0
1469073958874,0.0
1469073959053,0.0
1469073959231,0.0
1469073959416,0.0
1469073959592,0.0
1469073959770,0.0
1469073959951,0.0
1469073960127,0.0
1469073960309,0.0
1469073960489,0.0
1469073960669,0.0
1469073960847,0.0
1469073961027,0.0
1469073961210,0.0
1469073961387,0.0
1469073961567,0.0
1469073961746,0.0
1469073961926,0.0
1469073962106,0.0
1469073962286,0.0
1469073962466,0.0
1469073962645,0.0
1469073962825,0.0
1469073963003,0.0
1469073963184,0.0
1469073963363,0.0
1469073963541,0.0
1469073963720,0.0
1469073963900,0.0
1469073964081,0.0
1469073964256,0.0
1469073964440,0.0
1469073964619,0.0
1469073964798,0.0
1469073964977,0.0
1469073965162,0.0
1469073965339,0.0
1469073965517,0.0
1469073965697,0.0
1469073965875,0.0
1469073966055,0.0
1469073966235,0.0
1469073966415,0.0
1469073966594,0.0
1469073966774,0.0
1469073966952,0.0
1469073967135,0.0
1469073967314,0.0
1469073967491,0.0
1469073967672,0.0
1469073967852,0.0
1469073968030,0.0
1469073968211,0.0
1469073968390,0.0
1469073968570,0.0
1469073968748,0.0
1469073968929,0.0
1469073969110,0.0
1469073969294,0.0
1469073969467,0.0
1469073969647,0.0
1469073969826,0.0
1469073970005,0.0
1469073970186,0.0
1469073970365,0.0
1469073970546,0.0
1469073970723,0.0
1469073970910,0.0
1469073971081,0.0
1469073971260,0.0
1469073971451,0.0
1469073971619,0.0
1469073971799,0.0
1469073971979,0.0
1469073972159,0.0
1469073972337,0.0
1469073972516,0.0
1469073972696,0.0
1469073972875,0.0
1469073973055,0.0
1469073973234,0.0
1469073973414,0.0
1469073973593,0.0
1469073973773,0.0
1469073973953,0.0
1469073974132,0.0
1469073974312,0.0
1469073974492,0.0
1469073974671,0.0
1469073974852,0.0
1469073975030,0.0
1469073975210,0.0
1469073975388,0.0
