Time,Lux
1469073912364,0.0
1469073912546,0.0
1469073912725,0.0
1469073912904,0.0
1469073913083,0.0
1469073913266,0.0
1469073913446,0.0
1469073913622,0.0
1469073913804,0.0
1469073913984,0.0
1469073914157,0.0
1469073914340,0.0
1469073914521,0.0
1469073914702,0.0
1469073914877,0.0
1469073915061,0.0
1469073915241,0.0
1469073915420,0.0
1469073915600,0.0
1469073915775,0.0
1469073915958,0.0
1469073916140,0.0
1469073916322,0.0
1469073916496,0.0
1469073916678,0.0
1469073916856,0.0
1469073917035,0.0
1469073917215,0.0
1469073917394,0.0
1469073917574,0.0
1469073917754,0.0
1469073917935,0.0
1469073918114,0.0
1469073918294,0.0
1469073918470,0.0
1469073918652,0.0
1469073918829,0.0
1469073919012,0.0
1469073919191,0.0
1469073919371,0.0
1469073919551,0.0
1469073919730,0.0
1469073919910,0.0
1469073920090,0.0
1469073920269,0.0
1469073920448,0.0
1469073920628,0.0
1469073920808,0.0
1469073920986,0.0
1469073921166,0.0
1469073921346,0.0
1469073921526,0.0
1469073921707,0.0
1469073921885,0.0
1469073922065,0.0
1469073922244,0.0
1469073922421,0.0
1469073922603,0.0
1469073922782,0.0
1469073922962,0.0
1469073923142,0.0
1469073923322,0.0
1469073923501,0.0
1469073923681,0.0
1469073923861,0.0
1469073924041,0.0
1469073924219,0.0
1469073924398,0.0
1469073924581,0.0
1469073924757,0.0
1469073924936,0.0
1469073925114,0.0
1469073925294,0.0
1469073925475,0.0
1469073925655,0.0
1469073925836,0.0
1469073926015,0.0
1469073926194,0.0
1469073926375,0.0
1469073926554,0.0
1469073928885,0.0
1469073929063,0.0
1469073929242,0.0
1469073929424,0.0
1469073929607,0.0
1469073929786,0.0
1469073929966,0.0
1469073930146,0.0
1469073930325,0.0
1469073930502,0.0
1469073930685,0.0
1469073930858,0.0
1469073931042,0.0
1469073931223,0.0
1469073931402,0.0
1469073931582,0.0
1469073931762,0.0
1469073931941,0.0
1469073932121,0.0
1469073932301,0.0
1469073932477,0.0
1469073932660,0.0
1469073932840,0.0
1469073933018,0.0
1469073933197,0.0
1469073933379,0.0
1469073933555,0.0
1469073933734,0.0
1469073933915,0.0
1469073934096,0.0
1469073934274,0.0
1469073934454,0.0
1469073934635,0.0
1469073934813,0.0
1469073934990,0.0
1469073935173,0.0
1469073935352,0.0
1469073935533,0.0
1469073935712,0.0
1469073935893,0.0
1469073936071,0.0
1469073936251,0.0
1469073936430,0.0
1469073936610,0.0
1469073936786,0.0
1469073936966,0.0
1469073937149,0.0
1469073937328,0.0
1469073937508,0.0
1469073937687,0.0
1469073937866,0.0
1469073938047,0.0
1469073938226,0.0
1469073938406,0.0
1469073938585,0.0
1469073938766,0.0
1469073938945,0.0
1469073939124,0.0
1469073939306,0.0
1469073939483,0.0
1469073939663,0.0
1469073939843,0.0
1469073940022,0.0
1469073940201,0.0
1469073940381,0.0
1469073940561,0.0
1469073940741,0.0
1469073940919,0.0
1469073941101,0.0
1469073941278,0.0
1469073941458,0.0
1469073941638,0.0
1469073941818,0.0
1469073941997,0.0
1469073942176,0.0
1469073942357,0.0
1469073942535,0.0
1469073942715,0.0
1469073942895,0.0
1469073943074,0.0
1469073943254,0.0
1469073943434,0.0
1469073943613,0.0
1469073943792,0.0
1469073943968,0.0
1469073944152,1.0
1469073944332,0.0
1469073944511,0.0
1469073944686,0.0
1469073944870,0.0
1469073945046,0.0
1469073945230,0.0
1469073945407,0.0
1469073945589,0.0
1469073945769,0.0
1469073945948,0.0
1469073946127,0.0
1469073946307,0.0
1469073946486,0.0
1469073946666,0.0
1469073946845,0.0
1469073947026,0.0
1469073947205,0.0
1469073947382,0.0
1469073947564,0.0
1469073947743,0.0
1469073947924,0.0
1469073948103,0.0
1469073948282,0.0
1469073948462,0.0
1469073948642,0.0
1469073948821,0.0
1469073949001,0.0
1469073949177,0.0
1469073949361,0.0
1469073949539,0.0
1469073949719,0.0
1469073949898,0.0
1469073950078,0.0
1469073950256,0.0
1469073950436,0.0
1469073950615,0.0
1469073950795,0.0
1469073950975,0.0
1469073951155,1.0
1469073951334,1.0
1469073951514,1.0
1469073951694,1.0
1469073951873,1.0
